day,user_id,value_prop,clicked,view_count,click_count,payment_count,total_spent
2020-11-30,39302,link_cobro,0,1,0,2,113.02
2020-11-30,63438,cellphone_recharge,1,1,0,2,143.51
2020-11-30,59691,link_cobro,0,1,0,0,0.0
2020-11-30,75449,link_cobro,0,1,0,0,0.0
2020-11-30,18252,link_cobro,0,0,0,2,89.04
2020-11-30,17760,transport,1,0,0,1,48.08
2020-11-30,12175,send_money,0,0,0,1,2.69
2020-11-30,70897,cellphone_recharge,0,1,0,1,11.16
2020-11-30,54799,transport,1,0,0,2,107.28
2020-11-30,54068,send_money,0,0,0,1,1.3
2020-11-30,58765,link_cobro,0,1,0,0,0.0
2020-11-30,81470,prepaid,0,0,0,1,48.79
2020-11-30,73194,point,0,1,0,0,0.0
2020-11-30,70697,transport,0,0,0,1,15.01
2020-11-30,35531,cellphone_recharge,0,1,0,0,0.0
2020-11-30,6949,transport,0,3,0,4,205.53
2020-11-30,64342,prepaid,0,0,0,1,47.25
2020-11-30,81906,send_money,1,1,0,1,0.39
2020-11-30,51776,point,0,0,0,1,27.14
2020-11-30,60372,credits_consumer,0,1,0,1,58.51
2020-11-30,41815,point,0,0,0,2,94.38
2020-11-30,40390,send_money,0,0,0,3,134.77
2020-11-30,1689,transport,1,1,0,1,15.62
2020-11-30,29773,link_cobro,0,0,0,2,64.61
2020-11-30,3524,cellphone_recharge,0,1,0,2,59.98
2020-11-30,2948,send_money,0,0,0,1,4.04
2020-11-30,60762,link_cobro,0,1,0,1,153.0
2020-11-30,22040,point,0,1,0,3,89.25
2020-11-30,35570,credits_consumer,0,1,0,0,0.0
2020-11-30,96714,point,0,0,0,2,247.09
2020-11-30,5553,send_money,0,0,0,1,47.02
2020-11-30,20409,transport,0,0,0,1,36.13
2020-11-30,88323,point,0,0,0,1,9.94
2020-11-30,43469,transport,0,1,0,0,0.0
2020-11-30,31377,cellphone_recharge,1,0,0,1,96.07
2020-11-30,69534,cellphone_recharge,0,0,0,2,95.49
2020-11-30,25570,cellphone_recharge,0,0,0,3,139.87
2020-11-30,95295,link_cobro,0,1,0,0,0.0
2020-11-30,18927,point,0,1,1,1,107.89
2020-11-30,91120,transport,0,0,0,1,128.48
2020-11-30,9496,send_money,0,0,0,1,21.68
2020-11-30,18580,link_cobro,0,0,0,1,57.99
2020-11-30,64480,link_cobro,0,0,0,2,18.24
2020-11-30,27449,point,0,2,1,3,121.14
2020-11-30,34915,send_money,0,1,0,0,0.0
2020-11-30,65094,send_money,0,0,0,1,0.2
2020-11-30,64249,point,0,0,0,2,340.62
2020-11-30,26258,link_cobro,0,0,0,1,7.23
2020-11-30,34693,cellphone_recharge,0,0,0,2,123.6
2020-11-30,30844,cellphone_recharge,0,1,0,4,377.41
2020-11-30,83158,send_money,0,1,0,0,0.0
2020-11-30,60649,send_money,0,1,1,1,3.14
2020-11-30,54410,send_money,0,0,0,2,27.58
2020-11-30,67238,prepaid,0,0,0,3,103.4
2020-11-30,95571,transport,0,0,0,2,50.12
2020-11-30,66601,point,0,1,1,2,141.43
2020-11-30,42404,credits_consumer,0,1,0,2,300.56
2020-11-30,3329,point,1,0,0,1,28.77
2020-11-30,82787,cellphone_recharge,0,1,0,0,0.0
2020-11-30,52273,transport,0,1,0,0,0.0
2020-11-30,29477,send_money,0,1,0,0,0.0
2020-11-30,15895,credits_consumer,0,1,0,0,0.0
2020-11-30,59029,link_cobro,0,2,1,0,0.0
2020-11-30,11071,cellphone_recharge,0,2,0,1,35.78
2020-11-30,58145,prepaid,0,1,0,2,13.65
2020-11-30,38447,point,0,1,0,2,49.94
2020-11-30,25379,prepaid,0,1,0,1,4.96
2020-11-30,82231,point,0,0,0,1,121.55
2020-11-30,23168,transport,0,0,0,2,29.04
2020-11-30,19126,credits_consumer,0,2,0,0,0.0
2020-11-30,34629,prepaid,0,1,0,0,0.0
2020-11-30,20183,transport,0,0,0,2,86.88
2020-11-30,60752,point,0,1,1,1,24.57
2020-11-30,72943,link_cobro,0,0,0,2,169.83
2020-11-30,37589,point,0,0,0,2,125.77
2020-11-30,43310,point,0,1,1,1,18.0
2020-11-30,13410,prepaid,0,0,0,1,2.63
2020-11-30,42552,credits_consumer,0,1,1,2,49.94
2020-11-30,59729,prepaid,0,0,0,1,105.58
2020-11-30,79770,send_money,0,1,0,0,0.0
2020-11-30,17232,transport,0,0,0,1,36.2
2020-11-30,39469,send_money,0,0,0,3,47.46
2020-11-30,55441,link_cobro,0,1,0,2,48.21
2020-11-30,95563,cellphone_recharge,0,0,0,1,103.33
2020-11-30,33879,point,0,1,0,2,28.82
2020-11-30,71178,credits_consumer,0,1,0,3,182.56
2020-11-30,15395,link_cobro,0,2,0,3,341.4
2020-11-30,72727,transport,0,0,0,1,14.53
2020-11-30,90497,cellphone_recharge,0,1,0,0,0.0
2020-11-30,18560,point,0,0,0,3,210.03
2020-11-30,59272,transport,1,1,0,1,20.34
2020-11-30,72561,cellphone_recharge,0,0,0,2,49.63
2020-11-30,1744,cellphone_recharge,0,2,0,0,0.0
2020-11-30,3361,send_money,0,0,0,1,19.72
2020-11-30,65824,link_cobro,0,1,0,2,279.3
2020-11-30,37050,send_money,1,2,0,1,97.98
2020-11-30,58708,link_cobro,0,1,0,3,94.39
2020-11-30,36170,send_money,0,2,0,1,100.56
2020-11-30,37022,credits_consumer,0,0,0,2,192.51
2020-11-30,22485,point,0,1,0,0,0.0
2020-11-30,2049,prepaid,0,1,0,1,169.34
2020-11-30,71954,link_cobro,0,0,0,1,66.17
2020-11-30,70305,credits_consumer,0,2,0,0,0.0
2020-11-30,99113,link_cobro,0,0,0,2,166.34
2020-11-30,35531,link_cobro,1,0,0,1,45.15
2020-11-30,59955,cellphone_recharge,0,1,0,0,0.0
2020-11-30,17918,send_money,0,1,0,1,8.41
2020-11-30,57819,prepaid,1,0,0,1,134.11
2020-11-30,76196,link_cobro,0,1,0,1,100.45
2020-11-30,47860,point,0,0,0,2,59.32
2020-11-30,79479,cellphone_recharge,0,1,0,0,0.0
2020-11-30,94204,link_cobro,0,1,0,1,69.01
2020-11-30,81945,cellphone_recharge,0,0,0,1,55.84
2020-11-30,93503,transport,1,1,0,2,85.64
2020-11-30,92826,prepaid,0,1,0,0,0.0
2020-11-30,80324,prepaid,0,1,0,1,120.03
2020-11-30,56646,credits_consumer,0,1,0,0,0.0
2020-11-30,74823,cellphone_recharge,0,0,0,1,65.98
2020-11-30,33864,link_cobro,1,1,0,1,127.03
2020-11-30,23146,link_cobro,0,1,0,1,2.77
2020-11-30,74265,prepaid,0,0,0,4,219.54
2020-11-30,67951,credits_consumer,0,1,0,1,40.68
2020-11-30,61488,point,0,1,0,2,159.53
2020-11-30,43113,transport,0,2,0,0,0.0
2020-11-30,81957,prepaid,1,0,0,1,8.11
2020-11-30,79325,cellphone_recharge,0,0,0,1,95.13
2020-11-30,38884,cellphone_recharge,0,0,0,2,42.24
2020-11-30,73200,link_cobro,0,0,0,1,0.25
2020-11-30,70963,credits_consumer,0,1,0,0,0.0
2020-11-30,28410,cellphone_recharge,0,0,0,1,72.31
2020-11-30,45616,send_money,0,0,0,2,28.15
2020-11-30,87824,point,0,1,0,0,0.0
2020-11-30,300,prepaid,1,0,0,1,24.92
2020-11-30,512,point,0,1,0,0,0.0
2020-11-30,55115,prepaid,1,0,0,1,35.14
2020-11-30,1091,link_cobro,0,1,0,1,11.46
2020-11-30,83893,transport,0,0,0,1,0.52
2020-11-30,69673,point,0,0,0,2,98.39
2020-11-30,33756,prepaid,0,1,0,1,49.92
2020-11-30,85890,transport,0,2,0,0,0.0
2020-11-30,45520,credits_consumer,0,0,0,2,77.46
2020-11-30,76253,point,0,0,0,2,113.81
2020-11-30,55614,cellphone_recharge,0,0,0,1,127.51
2020-11-30,1269,send_money,0,1,0,0,0.0
2020-11-30,85766,credits_consumer,0,1,0,0,0.0
2020-11-30,3951,cellphone_recharge,0,0,0,2,153.5
2020-11-30,67696,prepaid,0,0,0,1,34.54
2020-11-30,63865,point,0,0,0,3,63.33
2020-11-30,87066,link_cobro,0,1,0,0,0.0
2020-11-30,29930,prepaid,0,0,0,1,30.56
2020-11-30,63635,point,0,1,0,1,33.42
2020-11-30,93408,transport,0,0,0,2,133.85
2020-11-30,32002,link_cobro,0,1,0,1,55.19
2020-11-30,90633,prepaid,0,1,0,2,49.8
2020-11-30,95347,credits_consumer,0,2,0,2,91.06
2020-11-30,93605,transport,1,0,0,1,129.34
2020-11-30,58555,send_money,0,0,0,1,157.13
2020-11-30,65420,credits_consumer,0,1,0,0,0.0
2020-11-30,9534,send_money,1,0,0,1,19.12
2020-11-30,7442,cellphone_recharge,0,1,0,0,0.0
2020-11-30,53579,cellphone_recharge,0,0,0,1,27.59
2020-11-30,82636,prepaid,0,1,0,0,0.0
2020-11-30,35531,prepaid,0,2,0,0,0.0
2020-11-30,86111,prepaid,0,0,0,1,51.38
2020-11-30,33691,send_money,0,0,0,1,132.91
2020-11-30,86514,credits_consumer,0,0,0,1,5.32
2020-11-30,89624,send_money,0,2,0,2,143.22
2020-11-30,41578,credits_consumer,0,1,1,0,0.0
2020-11-30,85734,link_cobro,0,0,0,1,74.62
2020-11-30,12863,credits_consumer,0,1,0,0,0.0
2020-11-30,43008,prepaid,0,1,0,1,3.09
2020-11-30,7229,link_cobro,0,2,1,1,133.12
2020-11-30,99049,link_cobro,0,0,0,2,111.4
2020-11-30,92787,cellphone_recharge,0,1,0,1,108.12
2020-11-30,83727,credits_consumer,1,1,0,1,92.91
2020-11-30,41255,link_cobro,0,0,0,2,65.69
2020-11-30,20881,cellphone_recharge,0,3,1,1,194.67
2020-11-30,93117,cellphone_recharge,0,1,1,0,0.0
2020-11-30,46635,cellphone_recharge,0,1,0,1,4.82
2020-11-30,4026,prepaid,0,0,0,1,82.83
2020-11-30,89675,transport,0,0,0,1,22.5
2020-11-30,44147,cellphone_recharge,0,2,0,1,170.0
2020-11-30,51428,cellphone_recharge,0,1,1,0,0.0
2020-11-30,55699,transport,0,0,0,1,2.6
2020-11-30,20654,send_money,0,0,0,1,52.23
2020-11-30,48301,transport,0,0,0,3,150.26
2020-11-30,579,prepaid,0,2,0,0,0.0
2020-11-30,43441,transport,0,3,1,1,139.89
2020-11-30,95427,prepaid,0,1,0,1,2.79
2020-11-30,5469,transport,1,0,0,1,37.52
2020-11-30,12476,cellphone_recharge,0,1,0,0,0.0
2020-11-30,33336,send_money,0,1,0,0,0.0
2020-11-30,43878,cellphone_recharge,0,2,0,1,7.8
2020-11-30,1112,transport,0,1,0,1,12.55
2020-11-30,54501,point,0,3,0,1,55.26
2020-11-30,82654,prepaid,0,0,0,3,49.4
2020-11-30,18443,transport,0,1,0,0,0.0
2020-11-30,19363,point,0,1,0,1,3.13
2020-11-30,49158,credits_consumer,0,0,0,1,3.85
2020-11-30,40224,cellphone_recharge,0,1,0,0,0.0
2020-11-30,21844,prepaid,0,0,0,1,31.25
2020-11-30,62379,transport,0,0,0,1,2.51
2020-11-30,2347,credits_consumer,0,2,0,0,0.0
2020-11-30,31120,link_cobro,0,1,1,1,19.79
2020-11-30,17594,prepaid,0,0,0,2,111.74
2020-11-30,45073,point,0,2,1,1,24.78
2020-11-30,42839,prepaid,0,1,0,1,33.26
2020-11-30,79860,transport,0,1,0,0,0.0
2020-11-30,89338,prepaid,0,0,0,1,21.48
2020-11-30,44583,send_money,0,0,0,1,86.05
2020-11-30,49502,credits_consumer,0,0,0,1,22.46
2020-11-30,82920,prepaid,0,0,0,3,24.21
2020-11-30,84001,point,0,1,0,0,0.0
2020-11-30,6454,link_cobro,0,2,1,2,234.06
2020-11-30,16522,send_money,0,1,1,0,0.0
2020-11-30,35230,credits_consumer,0,0,0,2,44.05
2020-11-30,92123,transport,0,0,0,2,96.24
2020-11-30,71960,prepaid,0,1,1,0,0.0
2020-11-30,19474,point,0,0,0,1,30.32
2020-11-30,18543,point,1,0,0,1,35.52
2020-11-30,26169,prepaid,1,1,0,1,64.44
2020-11-30,54859,transport,0,0,0,2,167.63
2020-11-30,17003,cellphone_recharge,0,1,0,0,0.0
2020-11-30,31507,send_money,0,0,0,1,115.56
2020-11-30,40584,point,0,1,0,0,0.0
2020-11-30,6400,send_money,0,1,0,2,152.82
2020-11-30,67885,send_money,0,0,0,1,0.64
2020-11-30,65722,send_money,0,0,0,5,399.45
2020-11-30,87821,point,0,0,0,1,103.4
2020-11-30,14702,point,1,1,0,1,24.41
2020-11-30,70798,credits_consumer,1,0,0,2,170.72
2020-11-30,43878,credits_consumer,0,1,0,0,0.0
2020-11-30,84975,point,0,0,0,1,45.22
2020-11-30,49467,cellphone_recharge,0,1,0,0,0.0
2020-11-30,75678,cellphone_recharge,0,0,0,1,15.37
2020-11-30,32308,send_money,0,0,0,1,52.42
2020-11-30,20834,transport,0,2,1,1,90.88
2020-11-30,33336,transport,0,2,0,0,0.0
2020-11-30,80300,link_cobro,0,0,0,2,137.2
2020-11-30,63086,cellphone_recharge,0,0,0,2,140.76
2020-11-30,99879,transport,1,1,0,0,0.0
2020-11-30,94823,send_money,0,1,0,1,142.77
2020-11-30,74824,send_money,0,1,0,0,0.0
2020-11-30,46179,cellphone_recharge,1,1,0,0,0.0
2020-11-30,25814,credits_consumer,0,2,1,1,113.58
2020-11-30,33643,send_money,0,2,0,0,0.0
2020-11-30,50038,transport,0,2,1,0,0.0
2020-11-30,67135,credits_consumer,0,1,0,2,98.06
2020-11-30,83647,cellphone_recharge,0,1,0,0,0.0
2020-11-30,40624,transport,0,1,0,0,0.0
2020-11-30,80047,send_money,0,2,0,2,90.44
2020-11-30,31444,point,1,0,0,2,136.55
2020-11-30,97928,point,0,2,1,0,0.0
2020-11-30,27479,credits_consumer,0,1,0,0,0.0
2020-11-30,35284,credits_consumer,0,0,0,1,100.2
2020-11-30,24587,cellphone_recharge,0,0,0,1,87.44
2020-11-30,18545,credits_consumer,0,0,0,2,93.93
2020-11-30,50112,prepaid,0,0,0,1,23.75
2020-11-30,57722,point,0,0,0,1,89.83
2020-11-30,68178,send_money,0,0,0,1,112.32
2020-11-30,5308,transport,0,1,0,0,0.0
2020-11-30,29773,cellphone_recharge,0,1,0,1,130.26
2020-11-30,36331,link_cobro,0,2,0,0,0.0
2020-11-30,74865,transport,0,0,0,1,55.99
2020-11-30,58495,link_cobro,1,2,0,2,58.54
2020-11-30,86671,point,0,1,1,0,0.0
2020-11-30,64005,cellphone_recharge,0,0,0,1,50.8
2020-11-30,22646,prepaid,0,1,0,0,0.0
2020-11-30,82920,cellphone_recharge,0,0,0,3,116.46
2020-11-30,31090,point,0,0,0,2,45.79
2020-11-30,12320,transport,0,0,0,1,66.36
2020-11-30,66013,credits_consumer,0,0,0,2,181.33
2020-11-30,75484,point,0,1,0,0,0.0
2020-11-30,4450,prepaid,0,0,0,1,7.05
2020-11-30,97152,prepaid,0,3,0,2,570.39
2020-11-30,26895,link_cobro,0,1,0,0,0.0
2020-11-30,13980,link_cobro,0,1,0,2,8.21
2020-11-30,30997,send_money,0,1,0,2,99.56
2020-11-30,75286,cellphone_recharge,0,0,0,1,105.53
2020-11-30,7346,transport,1,1,0,1,16.68
2020-11-30,86357,transport,0,0,0,1,101.21
2020-11-30,56938,send_money,0,3,0,1,56.67
2020-11-30,89886,link_cobro,0,0,0,2,126.8
2020-11-30,31313,point,0,1,0,0,0.0
2020-11-30,51893,point,0,0,0,1,42.02
2020-11-30,65223,transport,0,2,0,1,177.08
2020-11-30,51,send_money,0,1,0,1,28.77
2020-11-30,23242,point,0,2,0,1,195.54
2020-11-30,78667,transport,1,0,0,2,66.72
2020-11-30,29613,point,0,0,0,1,13.41
2020-11-30,53873,cellphone_recharge,0,0,0,2,42.1
2020-11-30,61790,link_cobro,0,1,0,0,0.0
2020-11-30,64149,credits_consumer,1,0,0,2,2.42
2020-11-30,32996,prepaid,0,1,0,2,17.4
2020-11-30,62974,prepaid,0,0,0,3,229.38
2020-11-30,58759,link_cobro,0,0,0,1,0.91
2020-11-30,88054,cellphone_recharge,0,1,0,1,110.0
2020-11-30,43073,transport,0,0,0,2,39.59
2020-11-30,62539,credits_consumer,0,0,0,1,124.57
2020-11-30,68485,send_money,1,0,0,1,27.55
2020-11-30,98269,credits_consumer,1,1,0,1,47.1
2020-11-30,48275,cellphone_recharge,0,0,0,1,3.02
2020-11-30,5363,prepaid,0,0,0,1,43.39
2020-11-30,71196,link_cobro,0,2,0,0,0.0
2020-11-30,21677,transport,0,1,0,0,0.0
2020-11-30,54355,transport,0,0,0,2,117.54
2020-11-30,3214,send_money,0,0,0,1,1.2
2020-11-30,2074,send_money,0,0,0,1,38.12
2020-11-30,20349,point,0,2,0,1,152.3
2020-11-30,238,credits_consumer,0,1,0,2,36.01
2020-11-30,35272,prepaid,0,0,0,2,44.33
2020-11-30,3637,cellphone_recharge,1,0,0,1,110.68
2020-11-30,27274,prepaid,0,1,0,0,0.0
2020-11-30,66530,link_cobro,1,1,0,2,28.12
2020-11-30,16100,point,0,2,0,1,158.92
2020-11-30,81238,send_money,0,0,0,1,37.91
2020-11-30,43721,transport,0,0,0,4,93.91
2020-11-30,18681,link_cobro,0,0,0,2,51.36
2020-11-30,92064,point,1,0,0,1,70.2
2020-11-30,8994,credits_consumer,0,1,0,0,0.0
2020-11-30,29597,prepaid,0,1,1,0,0.0
2020-11-30,22828,point,0,1,1,0,0.0
2020-11-30,33751,prepaid,0,1,0,1,90.86
2020-11-30,4596,cellphone_recharge,1,1,0,2,203.91
2020-11-30,98924,point,0,1,0,2,108.41
2020-11-30,65866,link_cobro,0,1,0,2,44.86
2020-11-30,79749,point,0,1,0,0,0.0
2020-11-30,69902,cellphone_recharge,0,0,0,2,176.28
2020-11-30,86199,prepaid,0,0,0,1,149.86
2020-11-30,1438,point,0,0,0,2,51.36
2020-11-30,61237,transport,0,1,0,0,0.0
2020-11-30,8786,prepaid,0,2,0,1,296.28
2020-11-30,23898,point,0,0,0,1,69.1
2020-11-30,50457,send_money,0,0,0,1,68.12
2020-11-30,46540,credits_consumer,0,1,0,1,13.9
2020-11-30,74901,point,1,0,0,1,4.0
2020-11-30,19497,credits_consumer,0,0,0,3,220.3
2020-11-30,73297,point,0,1,0,0,0.0
2020-11-30,23959,point,0,1,0,1,12.89
2020-11-30,54672,transport,0,1,0,1,1.32
2020-11-30,86730,prepaid,0,2,0,0,0.0
2020-11-30,62535,link_cobro,0,0,0,1,3.96
2020-11-30,25886,send_money,0,1,0,1,12.31
2020-11-30,97352,send_money,0,1,0,1,56.1
2020-11-30,15017,link_cobro,0,0,0,1,24.42
2020-11-30,54764,prepaid,1,0,0,2,129.61
2020-11-30,21699,send_money,0,2,1,0,0.0
2020-11-30,16745,transport,0,0,0,2,80.69
2020-11-30,27479,link_cobro,0,0,0,1,38.18
2020-11-30,92687,send_money,0,1,0,1,165.73
2020-11-30,9496,cellphone_recharge,0,2,0,0,0.0
2020-11-30,28325,credits_consumer,0,0,0,1,31.13
2020-11-30,8641,transport,0,0,0,1,28.97
2020-11-30,27330,transport,0,1,1,3,223.8
2020-11-30,85711,prepaid,0,5,1,0,0.0
2020-11-30,13688,transport,0,1,0,0,0.0
2020-11-30,16459,cellphone_recharge,0,1,0,0,0.0
2020-11-30,66794,credits_consumer,0,0,0,2,93.82
2020-11-30,45029,credits_consumer,0,0,0,1,46.91
2020-11-30,88030,credits_consumer,0,1,0,1,24.29
2020-11-30,67865,cellphone_recharge,0,0,0,1,23.37
2020-11-30,90497,prepaid,0,1,0,0,0.0
2020-11-30,79910,credits_consumer,0,0,0,1,17.55
2020-11-30,746,cellphone_recharge,0,2,1,0,0.0
2020-11-30,3849,prepaid,0,1,0,2,126.16
2020-11-30,70279,cellphone_recharge,0,0,0,1,136.12
2020-11-30,91555,prepaid,0,0,0,1,30.0
2020-11-30,68550,transport,0,1,1,1,3.87
2020-11-30,45142,credits_consumer,0,0,0,3,214.7
2020-11-30,90377,credits_consumer,0,3,0,0,0.0
2020-11-30,376,transport,1,0,0,3,60.89
2020-11-30,7594,link_cobro,0,1,0,0,0.0
2020-11-30,73325,transport,0,0,0,1,66.01
2020-11-30,39708,credits_consumer,0,0,0,2,126.85
2020-11-30,20190,credits_consumer,0,1,0,1,60.08
2020-11-30,93946,send_money,1,0,0,1,11.0
2020-11-30,11569,credits_consumer,0,1,0,0,0.0
2020-11-30,69416,credits_consumer,0,0,0,1,37.38
2020-11-30,41589,credits_consumer,0,1,0,0,0.0
2020-11-30,27814,send_money,0,1,0,0,0.0
2020-11-30,53693,cellphone_recharge,0,0,0,1,72.25
2020-11-30,51741,cellphone_recharge,0,0,0,1,7.69
2020-11-30,84240,cellphone_recharge,0,1,0,0,0.0
2020-11-30,43594,credits_consumer,0,1,0,2,249.57
2020-11-30,39036,cellphone_recharge,1,0,0,1,102.02
2020-11-30,15384,credits_consumer,0,2,2,0,0.0
2020-11-30,75902,point,0,1,0,0,0.0
2020-11-30,87470,credits_consumer,0,0,0,2,59.54
2020-11-30,57991,transport,1,0,0,1,46.31
2020-11-30,26149,send_money,0,2,0,1,14.7
2020-11-30,41932,link_cobro,0,2,0,1,16.88
2020-11-30,13287,link_cobro,0,0,0,1,148.79
2020-11-30,16442,cellphone_recharge,0,0,0,2,114.82
2020-11-30,49132,credits_consumer,0,0,0,1,7.28
2020-11-30,2784,cellphone_recharge,0,3,1,3,517.98
2020-11-30,6937,cellphone_recharge,1,0,0,1,1.64
2020-11-30,91004,send_money,0,0,0,2,282.77
2020-11-30,41721,cellphone_recharge,0,0,0,1,130.78
2020-11-30,89114,send_money,0,0,0,2,70.3
2020-11-30,77012,transport,0,1,0,0,0.0
2020-11-30,39422,cellphone_recharge,0,0,0,2,101.4
2020-11-30,92507,point,0,0,0,1,29.54
2020-11-30,61823,link_cobro,0,0,0,1,72.16
2020-11-30,54374,cellphone_recharge,1,1,0,4,144.88
2020-11-30,55332,send_money,0,0,0,1,54.51
2020-11-30,38872,point,0,0,0,2,69.7
2020-11-30,39946,transport,0,1,0,1,10.58
2020-11-30,26475,cellphone_recharge,0,0,0,1,130.77
2020-11-30,11571,credits_consumer,0,0,0,2,62.64
2020-11-30,23069,point,1,1,0,1,46.25
2020-11-30,94128,point,0,1,0,0,0.0
2020-11-30,17659,transport,0,0,0,1,136.58
2020-11-30,88994,point,0,0,0,1,32.48
2020-11-30,90433,credits_consumer,0,0,0,1,117.26
2020-11-30,91122,transport,0,0,0,2,94.73
2020-11-30,3672,prepaid,1,1,0,0,0.0
2020-11-30,77747,link_cobro,0,0,0,3,402.52
2020-11-30,95708,point,0,1,0,1,113.19
2020-11-30,8978,credits_consumer,0,1,0,2,54.11
2020-11-30,6029,point,0,1,0,3,136.92
2020-11-30,58665,credits_consumer,0,1,0,1,37.23
2020-11-30,80310,send_money,0,1,0,3,124.46
2020-11-30,75521,point,1,2,0,1,78.96
2020-11-30,84109,send_money,0,0,0,2,101.4
2020-11-30,68347,transport,0,2,0,0,0.0
2020-11-30,10382,credits_consumer,1,1,0,1,0.33
2020-11-30,71950,transport,0,2,1,0,0.0
2020-11-30,93523,prepaid,1,0,0,1,13.47
2020-11-30,80700,credits_consumer,1,1,0,1,61.72
2020-11-30,92729,send_money,0,2,1,0,0.0
2020-11-30,44785,credits_consumer,0,1,0,2,23.7
2020-11-30,15077,transport,0,1,0,2,116.61
2020-11-30,69534,point,0,1,0,1,38.08
2020-11-30,39306,cellphone_recharge,0,0,0,2,55.55
2020-11-30,15703,transport,0,0,0,1,149.89
2020-11-30,36162,send_money,0,0,0,1,102.53
2020-11-30,24642,prepaid,0,1,0,0,0.0
